rc_file name: a/s-alpha-zero-fixedgbs-pknob-0.50/jr_s-alpha-zero_phase.json
max schd: 0.008203, max dp: 0.00055, max job: 24
Job#,Admitted_time,Scheduled_time,JCT,Running_time,fairness(Mm),fairness(1/n),fairness(1/n-down),fairness(GPU_load),fairness(GPU_share),locality(dist),locality(bit),cold_count,wave,gpu_usg,n_avg,round_out,#shuffle,locality(content),iq_ignore,dist_expand,unlucky_expand,lucky_expand,lucky_shrink,model,gpu_req,k_val,rank_irt,ideal_run_time,ooit_inc_p_gpu
Job1,0,0,3537409,3537409,1.0001,0.95856,1.0001,0.967473,1,1,1,1,1,4,6.4787,0,1,1,0,0,0,0,0,GPT2_SMALL,4,64,66,3537040,0.26
Job2,363000,363000,5679864,5679864,1.00027,0.881808,1.00027,0.892197,1,1,1,1,1,4,8.59877,0,1,1,0,0,0,0,0,ResNeXt,4,8,91,5678328,0.253
Job3,489000,489000,2835952,2835952,1,0.954419,1,0.977446,1,1,1,1,1,4,7.11516,0,1,1,0,0,0,0,0,VGG19,4,8,50,2835952,0.258
Job4,1049000,1049000,1217776,1217776,1,1,1,1.06099,1,1,1,1,1,4,6.51514,0,1,1,0,0,0,0,0,VGG19,4,8,11,1217776,0.258
Job5,1221000,1221000,2784500,2784500,1.00002,0.938922,1.00002,0.950135,1,1,1,1,1,1,8.82865,0,1,1,0,0,0,0,0,BERTLARGE,1,128,47,2784440,1
Job6,1353000,1353000,4604656,4604656,1,0.864855,1,0.876378,1,1,1,1,1,4,9.67225,0,1,1,0,0,0,0,0,VGG19,4,8,80,4604656,0.258
Job7,1625000,1625000,2269252,2269252,1.00029,0.931699,1.00029,0.959268,1,1,1,1,1,1,9.33299,0,1,1,0,0,0,0,0,VGG19,1,32,38,2268592,1
Job8,1850000,1850000,2158576,2158576,1,0.923907,1,0.952444,1,1,1,1,1,4,9.61007,0,1,1,0,0,0,0,0,VGG19,4,8,30,2158576,0.258
Job9,2222000,2222000,4030768,4030768,1,0.825321,0.964997,0.837323,1,1,1,1,1,4,10.3691,0,1,1,0,0,0,0,0,VGG19,4,8,74,4030768,0.258
Job10,2421000,2421000,2768368,2768368,1.0001,0.90781,1.0001,0.918045,1,1,1,1,1,4,9.87625,0,1,1,0,0,0,0,0,GPT2_SMALL,4,64,46,2768080,0.26
Job11,2453000,2453000,9576489,9576489,1.02574,1.59283,0.420016,1.62527,1.09702,0.981123,0.930445,16,2.85715,7.95367,13.577,0,16,1,0,7,7,0,0,ResNet50,16,8,76,4296232,0.066
Job12,3002000,3002000,3628664,3628664,1.00067,0.78809,1.00067,0.801139,1,1,1,1,1,1,10.8396,0,1,1,0,0,0,0,0,ResNeXt,1,32,68,3626232,1
Job13,3696000,3696000,4267835,4267835,1.03114,0.697135,1.03114,0.701144,0.9708,1,1,2,1.0584,1.9416,12.6542,0,2,1,0,0,0,0,0,BERTLARGE,2,64,75,4138936,0.5
Job14,3768000,3769422,5441037,5436157,1.05824,0.73099,0.809804,0.73793,0.961735,1,1,3,1.1072,3.7856,13.3346,0,3,1.0009,0,0,0,0,0,VGG19,4,8,84,5056240,0.258
Job15,4286000,4291006,3540741,3535735,1.00151,0.651124,1.00151,0.655342,0.998586,1,1,1,1,2,13.0717,0,1,1.00142,0,0,0,0,0,BERTLARGE,2,64,65,3535416,0.5
Job16,4653000,4653000,5355776,5355776,1.00015,0.654994,1.00015,0.660243,1,1,1,1,1,1,14.4015,0,1,1,0,0,0,0,0,ResNet50,1,128,87,5354984,1
Job17,4868000,4877213,23931315,21482514,1.96148,2.08918,1.10089,2.10295,0.565158,0.965177,0.930354,50,4.84701,3.14276,14.3158,7,50,1.11399,5,13,13,0,0,ResNeXt,8,4,100,7641144,0.13
Job18,5187000,5190882,3274452,3087613,0.564378,1.05736,0.320373,1.09999,1.94997,0.851855,0.444408,4,1.72211,10.2231,14.3841,0,4,1.06051,3,27,27,0,0,ResNet50,16,8,24,1875544,0.066
Job19,5397000,5400801,4326109,4322308,1.00107,0.636509,1.00107,0.647949,0.999121,1,1,1,1,1,14.9763,0,1,1.00088,0,0,0,0,0,GNMT,1,64,77,4321472,1
Job20,5593000,5593753,1868753,1868000,1.00042,0.600151,1.00042,0.606973,0.999597,1,1,1,1,1,14.0107,0,1,1.0004,0,0,0,0,0,BERTLARGE,1,128,23,1867960,1
Job21,6143000,6252768,2244768,2135000,1.00921,0.602501,0.689963,0.608214,0.991542,1,1,1,1,4,15.326,0,1,1.05141,0,0,0,0,0,BERTLARGE,4,32,29,2135000,0.264
Job22,6256000,6336048,7779849,7542035,1.30934,0.949953,0.877237,0.958143,0.852506,0.96965,0.948663,18,1.59714,3.17867,16.582,0,18,1.03153,0,3,3,0,0,VGG19,4,8,88,5376112,0.258
Job23,6362000,6426039,2921393,2857354,1.02256,0.630311,1.02256,0.639276,0.978079,1,1,1,1,1,15.7159,0,1,1.02241,0,0,0,0,0,ResNet50,1,128,51,2856936,1
Job24,6509000,6515897,1378437,1371540,0.929163,0.559371,0.632802,0.588005,1.06579,0.5,0,1,1,4,16.1695,0,1,1.00503,0,5,5,0,0,GNMT,4,16,17,1392960,0.259
Job25,6600000,6681234,4310210,4225519,0.905422,0.867971,0.432125,0.881281,1.12323,0.567094,0.0425941,6,1.52405,6.15936,15.7207,0,6,1.02004,0,87,87,0,0,ResNeXt,8,4,61,3223544,0.13
Job26,6785000,6786216,1181841,1180625,1.00105,0.546304,1.00105,0.555287,0.998971,1,1,1,1,1,16.6362,0,1,1.00103,0,0,0,0,0,BERTLARGE,1,128,8,1180600,1
Job27,7111000,7113288,4604080,4601792,1.00079,0.669735,1.00079,0.676625,0.999503,1,1,1,1,1,15.8285,0,1,1.0005,0,0,0,0,0,VGG19,1,32,79,4600432,1
Job28,7163000,7217898,3500116,3445218,1.01608,0.675555,1.01608,0.684138,0.984315,1,1,1,1,1,15.9127,0,1,1.01593,0,0,0,0,0,ResNet50,1,128,63,3444712,1
Job29,7375000,7376303,6489556,6488253,1.00088,0.673433,1.00088,0.678715,0.999799,1,1,1,1,1,16.8761,0,1,1.0002,0,0,0,0,0,ResNeXt,1,32,98,6483864,1
Job30,7557000,7568594,2281084,2269490,1.00525,0.679707,1.00525,0.693132,0.994917,1,1,1,1,1,15.9775,0,1,1.00511,0,0,0,0,0,ResNet50,1,128,39,2269160,1
Job31,7995000,8072375,2290126,2212751,1.03565,0.748759,1.03565,0.767581,0.966214,1,1,1,1,1,15.5435,0,1,1.03497,0,0,0,0,0,ResNeXt,1,32,32,2211288,1
Job32,8362000,8366454,5125078,5120624,1.00155,0.707277,1.00155,0.710612,0.999131,1,1,1,1,1,16.7417,0,1,1.00087,0,0,0,0,0,GPT2_SMALL,1,256,85,5117136,1
Job33,8399000,8461452,3143169,3080717,1.02047,0.745756,1.02047,0.767611,0.980131,1,1,1,1,1,15.54,0,1,1.02027,0,0,0,0,0,GNMT,1,64,58,3080128,1
Job34,8761000,8761000,3934057,3934057,1.00067,0.72438,1.00067,0.734524,1,1,1,1,1,1,16.2407,0,1,1,0,0,0,0,0,ResNeXt,1,32,72,3931416,1
Job35,9127000,9127000,5901350,5901350,1.0003,0.697892,1.0003,0.703717,1,1,1,1,1,1,16.9595,0,1,1,0,0,0,0,0,VGG19,1,32,94,5899600,1
Job36,9251000,9345096,2251464,2157368,0.709414,0.713985,0.329928,0.722926,1.3683,0.666667,0,1,1,8,15.4544,0,1,1.04362,0,15,15,0,0,GPT2_SMALL,8,32,33,2234200,0.139
Job37,9752000,9838084,1299367,1213283,1.07164,0.770913,1.07164,0.806814,0.933749,1,1,1,1,1,15.1465,0,1,1.07095,0,0,0,0,0,ResNeXt,1,32,10,1212504,1
Job38,10015000,10015000,1681626,1681626,1.00014,0.706806,1.00014,0.726659,1,1,1,1,1,1,15.3834,0,1,1,0,0,0,0,0,ResNet50,1,128,21,1681384,1
Job39,10312000,10319537,6564808,6557271,1.4454,1.20612,0.973592,1.23331,0.802914,0.79304,0.58608,14,1.96607,2.65348,18.1491,0,14,1.00115,0,23,23,0,0,GNMT,4,16,71,3769152,0.259
Job40,10540000,10544056,4819754,4599807,1.32161,1.09914,0.93033,1.13007,0.828175,0.753911,0.615275,6,1.55228,2.89543,17.2018,0,6,1.04782,4,23,23,0,0,GNMT,4,16,57,3061952,0.259
Job41,10896000,10904897,9220156,9187433,1.36963,1.07901,0.873879,1.09438,0.788117,0.943103,0.886207,11,2.16891,2.7071,18.4369,0,11,1.00356,0,11,11,0,0,GNMT,4,16,93,5777600,0.259
Job42,11158000,11269853,2963659,2851806,0.853267,0.737651,0.604358,0.751682,1.22886,0.874328,0.748656,3,1.03141,3.93719,18.4358,0,3,1.03922,0,30,30,0,0,ResNeXt,4,8,44,2694264,0.253
Job43,11233000,11233000,1305656,1305656,1.00067,0.720337,1.00067,0.734107,1,1,1,1,1,1,17.2204,0,1,1,0,0,0,0,0,GPT2_SMALL,1,256,14,1304784,1
Job44,11337000,11338239,1658730,1657491,1.0014,0.715962,1.0014,0.739915,0.999253,1,1,1,1,1,18.0933,0,1,1.00075,0,0,0,0,0,ResNeXt,1,32,20,1656408,1
Job45,11555000,11555000,6237572,6237572,1.00015,0.693761,1.00015,0.698813,1,1,1,1,1,1,19.1672,0,1,1,0,0,0,0,0,ResNet50,1,128,97,6236648,1
Job46,11672000,11696626,2929600,2866098,0.815371,0.736703,0.597317,0.743244,1.2301,0.5,0,2,1.1341,3.7318,18.4454,0,2,1.02216,0,21,21,0,0,BERTLARGE,4,32,43,2675000,0.264
Job47,11714000,11715080,6128414,6127334,1.00085,0.693811,1.00085,0.699752,0.999824,1,1,1,1,1,19.2521,0,1,1.00018,0,0,0,0,0,ResNeXt,1,32,96,6123192,1
Job48,11838000,11849448,1939227,1920126,0.786418,0.733397,0.581068,0.753341,1.36889,0.290159,0.0456642,3,1.04566,3.90867,19.2941,0,3,1.00995,0,80,80,0,0,VGG19,4,8,22,1763440,0.258
Job49,11981000,11986637,1352165,1346528,0.714846,0.68154,0.523646,0.704625,1.39667,0.333333,0,1,1,4,19.3284,0,1,1.00419,0,16,16,0,0,ResNet50,4,32,16,1367336,0.255
Job50,12163000,12290550,2340994,2213444,0.73577,0.691653,0.558809,0.705196,1.34972,0.333333,0,1,1,4,18.8898,0,1,1.05763,0,25,25,0,0,ResNet50,4,32,34,2248328,0.255
Job51,12355000,12363060,3698030,3689970,1.01286,0.898584,0.726438,0.913004,0.99688,1,1,2,1.46334,3.07331,18.2228,0,2,1.00218,0,0,0,0,0,ResNet50,4,32,49,2822888,0.255
Job52,12432000,12452374,1427998,1407624,1.01513,0.651075,1.01513,0.674127,0.985732,1,1,1,1,1,19.981,0,1,1.01447,0,0,0,0,0,ResNeXt,1,32,18,1406712,1
Job53,12539000,12643144,4093727,3989583,1.02679,0.700125,1.02679,0.709222,0.97456,1,1,1,1,1,18.8383,0,1,1.0261,0,0,0,0,0,ResNeXt,1,32,73,3986904,1
Job54,12655000,12689832,7012638,6849420,1.18188,0.949145,0.746862,0.958878,0.885797,0.666276,0.332553,6,1.89433,3.05401,18.8854,0,6,1.02383,1,238,238,0,0,ResNeXt,4,8,83,5007096,0.253
Job55,12985000,13077683,2130780,2001403,0.576152,1.00013,0.432083,1.03663,1.79581,0.39055,0,3,1.74856,5.81484,17.6278,0,3,1.06464,0,134,134,0,0,ResNeXt,8,4,19,1452488,0.13
Job56,13347000,13347566,2211117,2210551,1.00027,0.707811,1.00027,0.715599,0.999744,0.5,0,1,1,2,16.5926,0,1,1.00026,0,6,6,0,0,GPT2_SMALL,2,128,31,2210512,0.5
Job57,13505000,13659822,3703332,3548510,1.07524,0.926043,0.704454,0.95469,1.01945,0.498818,0.2362,6,1.46337,3.44042,19.1155,0,6,1.04363,0,35,35,0,0,GNMT,4,16,48,2807360,0.259
Job58,13823000,13823000,5304875,5304875,1.00002,0.708402,1.00002,0.711728,1,1,1,1,1,1,18.818,0,1,1,0,0,0,0,0,BERTLARGE,1,128,86,5304760,1
Job59,14481000,14497981,2546652,2529671,1.00754,0.71746,1.00754,0.730843,0.993332,1,1,1,1,2,19.4275,0,1,1.00671,0,0,0,0,0,ResNet50,2,64,42,2527592,0.5
Job60,14944000,14944011,7929669,7613138,0.809085,1.02154,0.478543,1.0267,1.26372,0.664906,0.336514,14,2.30684,5.07423,17.5717,0,14,1.04158,1,34,34,0,0,GPT2_SMALL,8,32,81,4743000,0.139
Job61,15304000,15311623,12395425,12356758,1.42212,1.47055,0.821943,1.49359,0.795373,0.836459,0.689755,26,3.57354,3.96966,13.9989,1,26,1.00313,1,29,29,0,0,GNMT,8,8,89,5469928,0.142
Job62,15452000,15452000,1941484,1941484,1.00067,0.683538,1.00067,0.691819,1,1,1,1,1,1,22.0112,0,1,1,0,0,0,0,0,GPT2_SMALL,1,256,25,1940176,1
Job63,15555000,15558117,3742267,3739150,1.00098,0.6905,1.00098,0.698882,0.999167,1,1,1,1,1,20.1975,0,1,1.00083,0,0,0,0,0,ResNet50,1,128,70,3738600,1
Job64,15555000,15555000,3406560,3406560,1.00067,0.699837,1.00067,0.710788,1,1,1,1,1,1,20.4579,0,1,1,0,0,0,0,0,ResNeXt,1,32,62,3404280,1
Job65,15557000,15558117,3702117,3701000,1.00032,0.690448,1.00032,0.694985,0.999698,1,1,1,1,1,20.2322,0,1,1.0003,0,0,0,0,0,BERTLARGE,1,128,69,3700920,1
Job66,15557000,15598931,2740620,2698689,1.01573,0.719962,1.01573,0.743397,0.9847,1,1,1,1,1,21.2767,0,1,1.01554,0,0,0,0,0,GNMT,1,64,45,2698176,1
Job67,15557000,15621249,2100247,2035998,1.03186,0.711162,1.03186,0.728428,0.969409,1,1,1,1,1,22.2194,0,1,1.03156,0,0,0,0,0,VGG19,1,32,26,2035408,1
Job68,15586000,15651902,1409630,1343728,0.785448,0.70356,0.47675,0.748383,1.28258,0.5,0,1,1,4,22.7911,0,1,1.04904,0,13,13,0,0,GNMT,4,16,15,1364672,0.259
Job69,15795000,15819877,4351891,4327014,1.0059,0.654256,1.0059,0.660712,0.994284,1,1,1,1,1,19.6386,0,1,1.00575,0,0,0,0,0,ResNet50,1,128,78,4326376,1
Job70,15795000,15819877,3238017,3213140,1.00843,0.703317,1.00843,0.70855,0.992317,1,1,1,1,1,20.4481,0,1,1.00774,0,0,0,0,0,GPT2_SMALL,1,256,60,3210960,1
Job71,15796000,15801726,2274978,2269252,1.00281,0.702776,1.00281,0.718309,0.997483,1,1,1,1,1,21.9419,0,1,1.00252,0,0,0,0,0,VGG19,1,32,37,2268592,1
Job72,15796000,15801726,2102851,2097125,1.00275,0.694171,1.00275,0.702285,0.997277,1,1,1,1,1,22.2665,0,1,1.00273,0,0,0,0,0,BERTLARGE,1,128,28,2097080,1
Job73,16670000,16845020,3706074,3531054,1.05028,0.672762,1.05028,0.67694,0.952775,1,1,1,1,1,18.528,0,1,1.04957,0,0,0,0,0,GPT2_SMALL,1,256,64,3528656,1
Job74,16763000,16826311,1304039,1240728,1.05118,0.773989,1.05118,0.805048,0.95145,1,1,1,1,1,21.0037,0,1,1.05103,0,0,0,0,0,ResNet50,1,128,12,1240552,1
Job75,17119000,17210759,3134705,3042946,0.53518,0.658564,0.292659,0.677056,1.89757,0.4,0,1,1,8,18.0573,0,1,1.03015,0,67,67,0,0,GNMT,8,8,56,3059872,0.142
Job76,17424000,17503714,3064924,2985210,1.0269,0.647558,1.0269,0.664403,0.973992,1,1,1,1,1,17.4953,0,1,1.0267,0,0,0,0,0,GNMT,1,64,54,2984640,1
Job77,17655000,17657247,5948174,5945927,1.00057,0.557269,1.00057,0.563606,0.999622,1,1,1,1,1,16.1702,0,1,1.00038,0,0,0,0,0,GNMT,1,64,95,5944768,1
Job78,18284000,18287125,10872316,10631509,1.36783,1.26294,0.897243,1.28231,0.75503,0.661267,0.423876,13,4.15588,4.41791,10.7185,1,13,1.02265,0,15,15,0,0,GNMT,8,8,92,5721960,0.142
Job79,18684000,18698854,5652152,5637298,1.00318,0.536935,1.00318,0.543126,0.997372,1,1,1,1,2,15.3944,0,1,1.00263,0,0,0,0,0,GNMT,2,32,90,5634208,0.5
Job80,18722000,18724611,2942813,2940202,1.00184,0.565548,1.00184,0.573819,0.999113,0.5,0,1,1,2,16.2386,0,1,1.00089,0,75,75,0,0,ResNeXt,2,16,53,2937416,0.5
Job81,18756000,18756000,2043124,2043124,1.00002,0.557973,1.00002,0.563202,1,1,1,1,1,2,16.7592,0,1,1,0,0,0,0,0,GPT2_SMALL,2,128,27,2043088,0.5
Job82,19066000,19066000,2259398,2259398,1.00068,0.549977,1.00068,0.554566,1,1,1,1,1,1,16.1494,0,1,1,0,0,0,0,0,GPT2_SMALL,1,256,35,2257872,1
Job83,19206000,19206000,13737844,12794364,1.21149,1.36114,0.619553,1.37751,0.801671,0.777441,0.309534,11,5.79767,8.90112,7.60354,2,11,1.07374,0,5,5,0,0,ResNet50,16,8,99,7371160,0.066
Job84,19368000,19368000,2857354,2857354,1.00015,0.548117,1.00015,0.555038,1,1,1,1,1,1,15.5255,0,1,1,0,0,0,0,0,ResNet50,1,128,52,2856936,1
Job85,19550000,19570702,2475686,2454984,1.00926,0.561509,1.00926,0.569911,0.991638,1,1,1,1,2,15.4594,0,1,1.00843,0,0,0,0,0,ResNet50,2,64,41,2452968,0.5
Job86,19960000,19968697,1129292,1120595,0.478359,0.534643,0.322589,0.545489,2.07199,0.4,0,1,1,8,15.5731,0,1,1.00776,0,18,18,0,0,BERTLARGE,8,16,7,1152480,0.142
Job87,20423000,20443986,3201681,3180695,0.933506,0.517557,0.669465,0.52348,1.07834,0.333333,0,1,1,4,15.2249,0,1,1.0066,0,150,150,0,0,VGG19,4,8,59,3165232,0.258
Job88,20619000,20640495,1142727,1121232,0.962483,0.588078,0.696014,0.626785,1.02831,0.25,0,1,1,4,14.9437,0,1,1.01917,0,9,9,0,0,GNMT,4,16,6,1138368,0.259
Job89,20717000,20814535,3655787,3558252,1.02761,0.539748,1.02761,0.549484,0.97332,1,1,1,1,1,14.5302,0,1,1.02741,0,0,0,0,0,GNMT,1,64,67,3557568,1
Job90,20984000,20994472,3012808,3002336,1.00378,0.505779,1.00378,0.511793,0.996524,1,1,1,1,1,15.1459,0,1,1.00349,0,0,0,0,0,VGG19,1,32,55,3001456,1
Job91,21482000,21575823,1332493,1238670,0.55558,0.555687,0.384128,0.578611,1.83949,0.333333,0,1,1,8,14.4924,0,1,1.07574,0,67,67,0,0,VGG19,8,4,13,1259020,0.136
Job92,21760000,21761727,2271217,2269490,1.00091,0.486835,1.00091,0.493714,0.99924,1,1,1,1,1,15.1906,0,1,1.00076,0,0,0,0,0,ResNet50,1,128,40,2269160,1
