user, #gpu, model, submitTime, queuingTime, scheduleTime, JCT, runningTime, finishTime, avgN, avgMM, fairness
user31, 1, ResNeXt, 7994, 0, 7994, 2139, 2139, 10133, 16.49, 1, 0.97
user32, 1, GPT2-SMALL, 8361, 0, 8361, 5217, 5217, 13578, 17.94, 1, 1.07
user33, 1, GNMT, 8398, 0, 8398, 3185, 3185, 11583, 16.72, 1, 1.05
user34, 1, ResNeXt, 8760, 0, 8760, 3892, 3892, 12652, 17.44, 1, 0.99
user35, 1, VGG19-I, 9126, 0, 9126, 6046, 6046, 15172, 18.66, 1, 1.03
user36, 8, GPT2-SMALL, 9252, 0, 9252, 4870, 4870, 14122, 18.56, 3.44, 0.96
user37, 1, ResNeXt, 9752, 0, 9752, 1164, 1164, 10916, 16.39, 1, 0.97
user38, 1, ResNet50, 10014, 0, 10014, 1701, 1701, 11715, 16.8, 1, 1.05
user39, 4, GNMT, 10312, 0, 10312, 4852, 4852, 15164, 19.1, 2.87, 0.93
user40, 4, GNMT, 10540, 0, 10540, 4783, 4783, 15323, 19.21, 2.81, 1.12
user41, 4, GNMT, 10896, 0, 10896, 8332, 8332, 19228, 20.7, 2.79, 1.02
user42, 4, ResNeXt, 11158, 0, 11158, 5212, 5212, 16370, 20.56, 2.57, 1.26
user43, 1, GPT2-SMALL, 11232, 0, 11232, 1350, 1350, 12582, 18.92, 1, 1.12
user44, 1, ResNeXt, 11336, 0, 11336, 1674, 1674, 13010, 19.52, 1, 1.02
user45, 1, ResNet50, 11554, 0, 11554, 6276, 6276, 17830, 21.73, 1, 1.02
user46, 4, BERTLARGE, 11672, 0, 11672, 5410, 5410, 17082, 21.35, 2.49, 1.27
user47, 1, ResNeXt, 11713, 0, 11713, 6203, 6203, 17916, 21.83, 1, 1.01
user48, 4, VGG19-I, 11838, 0, 11838, 3451, 3451, 15289, 20.03, 2.52, 1.26
user49, 4, ResNet50, 11982, 0, 11982, 2662, 2662, 14644, 20.35, 2.49, 1.26
user50, 4, ResNet50, 12163, 0, 12163, 4189, 4189, 16352, 21.09, 2.42, 1.15
user51, 4, ResNet50, 12355, 0, 12355, 5495, 5495, 17850, 22.21, 2.42, 1.2
user52, 1, ResNeXt, 12431, 0, 12431, 1390, 1390, 13821, 20.98, 1, 0.99
user53, 1, ResNeXt, 12538, 0, 12538, 3847, 3847, 16385, 21.23, 1, 0.97
user54, 4, ResNeXt, 12655, 0, 12655, 7556, 7556, 20211, 20.61, 2.86, 1.09
user55, 8, ResNeXt, 12987, 0, 12987, 5000, 5000, 17987, 22.34, 2.43, 1.08
user56, 2, GPT2-SMALL, 13346, 0, 13346, 2315, 2315, 15661, 19.8, 2, 1.06
user57, 4, GNMT, 13505, 0, 13505, 4822, 4822, 18327, 22.15, 2.54, 1.11
user58, 1, BERTLARGE, 13822, 0, 13822, 5320, 5320, 19142, 21.43, 1, 1.02
user59, 2, ResNet50, 14481, 0, 14481, 2567, 2567, 17048, 22.72, 2, 1.02
user60, 8, GPT2-SMALL, 14945, 0, 14945, 10132, 10132, 25077, 18.16, 3.31, 0.9
user61, 8, GNMT, 15305, 0, 15305, 10914, 10914, 26219, 16.82, 3.76, 0.95
user62, 1, GPT2-SMALL, 15452, 0, 15452, 1936, 1936, 17388, 24.98, 1, 1.17
user63, 1, ResNet50, 15555, 0, 15555, 3676, 3676, 19231, 22.39, 1, 1
user64, 1, ResNeXt, 15555, 0, 15555, 3285, 3285, 18840, 22.94, 1, 0.96
user65, 1, BERTLARGE, 15556, 0, 15556, 3710, 3710, 19266, 22.33, 1, 1.01
user66, 1, GNMT, 15556, 0, 15556, 2724, 2724, 18280, 24.22, 1, 1.02
user67, 1, VGG19-I, 15556, 0, 15556, 2165, 2165, 17721, 25.33, 1, 1.07
user68, 4, GNMT, 15586, 0, 15586, 2355, 2355, 17941, 25.2, 2.35, 1.05
user69, 1, ResNet50, 15795, 0, 15795, 4465, 4465, 20260, 20.86, 1, 1.04
user70, 1, GPT2-SMALL, 15794, 0, 15794, 3228, 3228, 19022, 22.64, 1, 1.01
user71, 1, VGG19-I, 15795, 0, 15795, 2258, 2258, 18053, 25.05, 1, 1
user72, 1, BERTLARGE, 15795, 0, 15795, 2061, 2061, 17856, 25.53, 1, 1.08
user73, 1, GPT2-SMALL, 16669, 0, 16669, 3541, 3541, 20210, 19.69, 1, 1.07
user74, 1, ResNet50, 16762, 0, 16762, 1208, 1208, 17970, 24.85, 1, 1.1
user75, 8, GNMT, 17120, 0, 17120, 6142, 6142, 23262, 17.37, 3.63, 0.94
user76, 1, GNMT, 17424, 0, 17424, 2891, 2891, 20315, 18.04, 1, 0.99
user77, 1, GNMT, 17654, 0, 17654, 6197, 6197, 23851, 16.78, 1, 1.05
user78, 8, GNMT, 18286, 0, 18286, 9076, 9076, 27362, 12.83, 4.67, 0.94
user79, 2, GNMT, 18684, 0, 18684, 5473, 5473, 24157, 16.33, 2, 0.97
user80, 2, ResNeXt, 18722, 0, 18722, 2945, 2945, 21667, 15.89, 2, 1
user81, 2, GPT2-SMALL, 18755, 0, 18755, 2011, 2011, 20766, 16, 2, 0.99
user82, 1, GPT2-SMALL, 19065, 0, 19065, 2263, 2263, 21328, 15.61, 1, 1.01
user83, 16, ResNet50, 19209, 0, 19209, 11690, 11690, 30899, 9.01, 9.04, 0.9
user84, 1, ResNet50, 19367, 0, 19367, 2913, 2913, 22280, 15.66, 1, 1.02
user85, 2, ResNet50, 19550, 0, 19550, 2452, 2452, 22002, 15.53, 2, 1.02
user86, 8, BERTLARGE, 19961, 0, 19961, 2409, 2409, 22370, 15.63, 3.69, 0.99
user87, 4, VGG19-I, 20423, 0, 20423, 4666, 4666, 25089, 15.4, 3.34, 1.24
user88, 4, GNMT, 20620, 0, 20620, 2107, 2107, 22727, 15.76, 3.51, 1.69
user89, 1, GNMT, 20716, 0, 20716, 3657, 3657, 24373, 16.35, 1, 1.06
user90, 1, VGG19-I, 20983, 0, 20983, 2893, 2893, 23876, 16.71, 1, 0.97
user91, 8, VGG19-I, 21483, 0, 21483, 3378, 3378, 24861, 15.9, 3.18, 1.12
user92, 1, ResNet50, 21760, 0, 21760, 2279, 2279, 24039, 17.01, 1, 1.06
user93, 1, BERTLARGE, 21969, 0, 21969, 1134, 1134, 23103, 16.55, 1, 1.12
user94, 16, GPT2-SMALL, 22017, 0, 22017, 4060, 4060, 26077, 13.08, 4.33, 1.17
user95, 4, BERTLARGE, 22611, 0, 22611, 5816, 5816, 28427, 8.54, 3.63, 1.12
user96, 4, BERTLARGE, 22863, 0, 22863, 1738, 1738, 24601, 16.66, 2.87, 1.3
user97, 4, VGG19-I, 22889, 0, 22889, 1747, 1747, 24636, 16.58, 2.88, 1.47
user98, 4, GPT2-SMALL, 22897, 0, 22897, 1931, 1931, 24828, 16.02, 2.98, 1.38
user99, 1, ResNeXt, 22951, 0, 22951, 2146, 2146, 25097, 15.09, 1, 0.95
user100, 8, ResNeXt, 22972, 0, 22972, 2979, 2979, 25951, 12.46, 4.39, 1.52
