max schd: 0.013758, max dp: 0.010487, max job: 105
Job#,Admitted_time,Scheduled_time,JCT,Running_time,fairness(Mm),fairness(1/n),fairness(1/n-down),fairness(GPU_load),fairness(GPU_share),locality(dist),locality(bit),cold_count,wave,gpu_usg,n_avg,round_out,#shuffle,locality(content),iq_ignore,dist_expand,unlucky_expand,lucky_expand,lucky_shrink,model,gpu_req,k_val,rank_irt,ideal_run_time,ooit_inc_p_gpu
Job1,0,0,2046846555,2046846555,0.946398,0.911089,1.00025,0.911105,1.05691,1,1,1,1,8,4.52334,0,1,1,0,0,0,0,0,GPT2_SMALL,8,32,729,2046329720,0.139
Job2,664859000,664859000,2810165478,2809891505,0.990347,0.700521,0.722032,0.700537,1.0027,0.978968,0.964621,29,2.85844,4.80987,19.4457,0,29,1.0001,0,8,8,0,0,ResNet50,8,16,723,1701314448,0.13
Job3,1041729000,1041729000,7067020966,6667276924,1.18005,0.92616,0.789217,0.926165,0.833341,0.987674,0.975349,73,5.67399,2.8618,31.3825,23,73,1.05996,0,8,8,0,0,GPT2_SMALL,8,32,731,2425362776,0.139
Job4,1041744000,1041744000,8176423677,7571233069,1.31261,1.00318,0.860469,1.00319,0.761762,0.945829,0.863418,113,5.37251,2.94537,28.9725,34,113,1.07993,1,311,311,0,0,ResNeXt,8,4,733,2787847812,0.13
Job5,1316312000,1316312000,10711596923,9234832347,1.40322,0.983034,0.91305,0.983042,0.707549,0.884889,0.65951,60,4.92647,3.79684,22.5892,27,60,1.15991,0,7,7,0,0,ResNet50,8,16,734,4414511760,0.13
Job6,1489167000,1489167000,5044363390,4813687720,1.28986,1.1458,0.939255,1.14582,0.765911,1,1,31,6.62823,1.94298,38.5752,4,31,1.04792,0,0,0,0,0,ResNeXt,8,4,718,1183465164,0.13
Job7,1647288000,1647288000,519130230,519130230,0.760043,0.704436,0.72218,0.704476,1.30524,1,1,3,1.20663,7.17347,13.0216,0,3,1,0,0,0,0,0,BERTLARGE,8,16,681,469245712,0.142
Job8,1750290000,1750290000,299122464,299122464,0.628405,0.597103,0.599321,0.597192,1.59273,1,1,1,1,8,14.1953,0,1,1,0,0,0,0,0,ResNeXt,8,4,633,298886808,0.13
Job9,1781851000,1781866571,1023423236,1023407665,0.764925,0.675657,0.650143,0.675698,1.29801,0.89317,0.785842,21,2.40068,4.15474,24.9955,0,21,1.00002,0,28,28,0,0,ResNet50,8,16,693,535366896,0.13
Job10,1791691000,1791705045,479427817,479413772,0.694082,0.673242,0.673242,0.673279,1.43446,1,1,3,1.46954,6.12186,16.4274,0,3,1.00003,0,0,0,0,0,GPT2_SMALL,8,32,660,368488920,0.139
Job11,1803137000,1803144991,127745565,127737574,0.562712,0.554905,0.554905,0.555006,1.72243,0.666667,0,1,1,8,14.8476,0,1,1.00006,0,18,18,0,0,BERTLARGE,8,16,561,131809936,0.142
Job12,1809323000,1809379415,438854,382439,0.815794,0.815794,0.815794,0.88488,1.23028,0.5,0,1,1,8,12,0,1,1.14751,0,0,0,0,0,BERTLARGE,8,16,79,393296,0.142
Job13,1814484000,1814558304,291146684,291072380,0.56707,0.564611,0.564611,0.564693,1.79935,0.5,0,1,1,8,15.365,0,1,1.00026,0,213,213,0,0,ResNeXt,8,4,629,285298920,0.13
Job14,1821512000,1821523301,260980551,260969250,0.555968,0.554295,0.554295,0.554401,1.8175,0.666667,0,1,1,8,15.496,0,1,1.00004,0,34,34,0,0,ResNet50,8,16,620,258306000,0.13
Job15,1821790000,1821802515,535947223,535934708,0.623844,0.603845,0.603845,0.603906,1.60002,1,1,2,1.42474,6.30104,17.8396,0,2,1.00002,0,0,0,0,0,ResNet50,8,16,670,422940624,0.13
Job16,1823616000,1823849039,1051376817,1051126281,0.811514,0.731454,0.704142,0.731502,1.08668,0.772749,0.579325,13,3.22799,3.24351,26.2627,0,13,1.00024,0,202,202,0,0,VGG19,8,4,684,483320536,0.136
Job17,1906385000,1906444311,844067589,843887795,0.710365,0.648263,0.621351,0.648283,1.39429,0.609886,0.219772,18,2.237,4.16916,26.0047,0,18,1.00021,0,22,22,0,0,GPT2_SMALL,8,32,675,444051640,0.139
Job18,1906430000,1906483503,1151942236,1151868798,0.778993,0.715992,0.691976,0.716025,1.2928,0.71944,0.413035,13,3.02429,3.54206,27.9421,0,13,1.00006,0,258,258,0,0,ResNeXt,8,4,689,506459676,0.13
Job19,2083057000,2083185279,6744572185,6250063096,1.25001,1.07984,0.905433,1.07984,0.783986,0.940222,0.862565,100,5.90032,2.37711,33.4116,32,100,1.07912,0,56,56,0,0,GPT2_SMALL,8,32,726,1895073624,0.139
Job20,2084031000,2084056924,369018097,368992173,0.497217,0.476239,0.476239,0.476285,2.04789,0.582171,0,3,1.33881,6.64476,21.8821,0,3,1.00007,0,144,144,0,0,ResNeXt,8,4,635,301036068,0.13
Job21,2126509000,2126516438,3666050728,3664780726,1.16033,1.26682,1.01332,1.26685,0.813833,0.960944,0.921889,24,6.94934,1.41996,44.6428,1,24,1.00035,0,60,60,0,0,ResNet50,8,16,711,688912848,0.13
Job22,2143060000,2143100859,548674062,548624422,0.575085,0.560756,0.532505,0.560778,1.72175,0.880993,0.79953,17,2.08397,4.29374,29.4504,0,17,1.00009,0,26,26,0,0,GPT2_SMALL,8,32,632,297412056,0.139
Job23,2144150000,2144153722,945579006,945332094,0.680151,0.670373,0.644755,0.670408,1.48103,0.850503,0.672164,12,3.25922,3.4074,31.1872,0,12,1.00026,0,148,148,0,0,ResNeXt,8,4,666,399765084,0.13
Job24,2146104000,2146107613,861722367,861461878,0.69274,0.681223,0.653953,0.681274,1.26057,0.874493,0.748986,12,3.79247,2.90214,31.2977,0,12,1.0003,0,130,130,0,0,VGG19,8,4,653,357940344,0.136
Job25,2151555000,2151565427,966081531,966027364,0.755689,0.748522,0.717044,0.748577,1.14856,0.973573,0.924074,9,4.0025,2.60805,31.5623,0,9,1.00006,0,183,183,0,0,VGG19,8,4,657,362912248,0.136
Job26,2153518000,2153525537,897243595,897194646,0.665315,0.656015,0.63083,0.656051,1.51289,0.615151,0.382243,12,3.225,3.46187,31.3433,0,12,1.00005,0,249,249,0,0,ResNeXt,8,4,661,385773972,0.13
Job27,2172908000,2172910920,944214471,944200493,0.739975,0.735926,0.704606,0.735981,1.15276,0.829285,0.762212,9,4.09196,2.58661,31.827,0,9,1.00001,0,227,227,0,0,VGG19,8,4,654,357957528,0.136
Job28,2238914000,2238924178,730142194,729928807,0.584957,0.587526,0.561123,0.587544,1.69339,0.59542,0.302013,14,3.18212,3.66496,32.7634,0,14,1.00029,0,28,28,0,0,GPT2_SMALL,8,32,646,337610552,0.139
Job29,2240657000,2240667311,1486574233,1486329511,0.886233,0.926669,0.85902,0.926712,1.12469,0.89871,0.777882,33,4.99658,2.28435,34.5459,0,33,1.00016,0,469,469,0,0,ResNeXt,8,4,671,425856720,0.13
Job30,2246008000,2246048046,1052304797,1052264751,0.75789,0.782415,0.728864,0.782439,1.21666,0.830421,0.671603,19,4.14444,2.51159,34.2535,0,19,1.00004,0,61,61,0,0,BERTLARGE,8,16,655,358300048,0.142
Job31,2268494000,2268538649,6155622157,5715524460,1.10305,0.982344,0.81745,0.982351,0.842718,0.949557,0.903834,72,6.01664,2.36445,35.2218,24,72,1.077,0,93,93,0,0,BERTLARGE,8,16,724,1817296208,0.142
Job32,2344261000,2344309969,8009758566,6945910550,1.51821,1.11737,0.965597,1.11739,0.608075,0.907497,0.746218,56,5.8974,2.63541,28.4478,28,56,1.15316,0,7,7,0,0,GNMT,8,8,732,2478621848,0.142
Job33,2350449000,2350535166,4772092001,4441821771,1.12422,1.1152,0.910049,1.11522,0.881561,0.990268,0.975935,38,6.7907,1.9683,40.4209,14,38,1.07435,0,241,241,0,0,ResNeXt,8,4,717,1102759500,0.13
Job34,2388124000,2388146093,3137757986,3137507983,1.12365,1.27351,1.00943,1.27355,0.837925,0.944976,0.892752,37,7.10473,1.35555,46.7937,0,37,1.00008,0,58,58,0,0,ResNet50,8,16,699,564715824,0.13
